aletrnatif,longitude,latitude,jumlah_atraksi,jumlah_penduduk,indeks_pendapatan,harga_tanah
588,-117.02,32.78,31,2567,3.4659,163000
589,-117.02,32.76,40,2523,3.11,185700
590,-117.02,32.76,15,1204,1.0278,154200
591,-117.02,32.75,33,3296,5.2835,217100
592,-117.02,32.74,30,4205,3.5,144700
593,-117.02,32.74,12,3301,1.8594,119200
594,-117.02,32.73,22,5201,4.7952,141400
595,-117.02,32.72,36,2030,3.7763,126900
596,-117.02,32.71,30,3187,3.5388,118500
597,-117.02,32.7,22,2756,4.1837,125400
598,-117.02,32.68,14,3986,5.7192,267400
599,-117.02,32.67,20,1505,6.5772,245200
600,-117.02,32.66,19,771,6.6272,273600
601,-117.02,32.64,5,260,6.5151,281700
602,-117.02,32.59,19,1902,3.0365,98100
603,-117.03,34.91,27,2718,2.825,76600
604,-117.03,34.87,7,2245,3.9464,101500
605,-117.03,34.07,16,3784,4.2333,220300
606,-117.03,34.03,26,3501,3.0403,113500
607,-117.03,33.89,6,78,3.125,187500
608,-117.03,33.32,14,1088,3.8438,243800
609,-117.03,33.18,17,5391,5.1771,212800
610,-117.03,33.12,25,3142,5.4663,248300
611,-117.03,32.96,16,3424,4.121,182100
612,-117.03,32.82,16,1765,4.9744,209700
613,-117.03,32.8,19,3866,4.3281,220000
614,-117.03,32.79,31,2366,4.2992,174400
615,-117.03,32.79,26,3859,5.8683,220500
616,-117.03,32.78,17,5481,2.5707,171300
617,-117.03,32.77,34,1796,2.875,161200
618,-117.03,32.77,19,4819,2.3393,118200
619,-117.03,32.75,24,7879,3.0897,187300
620,-117.03,32.74,37,821,3.0125,130400
621,-117.03,32.74,35,1878,2.4345,129700
622,-117.03,32.73,38,3174,3.5861,123600
623,-117.03,32.73,34,2061,3.5096,142000
624,-117.03,32.73,32,1750,3.4784,154400
625,-117.03,32.72,38,886,3.5938,125400
626,-117.03,32.72,37,2192,3.0588,120600
627,-117.03,32.71,34,2328,3.25,99600
628,-117.03,32.71,33,3126,3.2596,103000
629,-117.03,32.7,19,2304,2.2866,109900
630,-117.03,32.69,8,2460,4.5662,175500
631,-117.03,32.69,5,3201,5.0829,179400
632,-117.03,32.69,10,901,4.6648,156100
633,-117.03,32.67,15,5094,5.3505,266600
634,-117.03,32.65,14,1111,7.6344,290500
635,-117.03,32.63,14,2796,5.2489,213700
636,-117.03,32.63,13,2087,5.7789,227700
637,-117.03,32.61,22,1028,6.0086,166900
638,-117.04,34.89,37,1884,3.175,66800
639,-117.04,34.04,30,3474,2.5863,98300
640,-117.04,34.03,29,3375,2.7028,92000
641,-117.04,34.02,24,4663,1.4418,103500
642,-117.04,34,25,3750,2.4167,104900
643,-117.04,34,21,4624,3.5255,132100
644,-117.04,33.15,15,13814,2.8247,150000
645,-117.04,33.09,16,4677,6.1834,335600
646,-117.04,33.03,16,2852,6.3761,296200
647,-117.04,33.01,28,922,8.4721,342300
648,-117.04,32.99,6,9518,6.6012,314900
649,-117.04,32.98,16,1332,6.0226,192900
650,-117.04,32.97,13,6711,4.5746,175700
651,-117.04,32.9,6,6525,9.2858,436100
652,-117.04,32.83,8,2205,6.0266,177400
653,-117.04,32.81,12,2880,6.5412,254200
654,-117.04,32.8,25,2504,5.7416,243400
655,-117.04,32.8,11,1802,2.0337,146700
656,-117.04,32.79,23,2491,6.7196,306800
657,-117.04,32.77,21,1824,2.7826,143800
658,-117.04,32.77,16,7963,2.9624,144700
659,-117.04,32.76,43,3171,3.141,141400
660,-117.04,32.76,37,2979,3.7368,152200
661,-117.04,32.75,36,2297,3.5192,144000
662,-117.04,32.74,5,2878,1.7179,132000
663,-117.04,32.74,33,3880,3.6848,140700
664,-117.04,32.72,24,5474,4.0813,137000
665,-117.04,32.71,28,5274,3.57,109800
666,-117.04,32.69,9,3417,3.02,158900
667,-117.04,32.68,13,2132,4,89300
668,-117.04,32.68,11,1875,4.375,115000
669,-117.04,32.67,14,3464,4.0668,137500
670,-117.04,32.66,22,3362,4.1442,303900
671,-117.04,32.65,8,8806,4.2155,247800
672,-117.04,32.64,5,2329,4.0298,225600
673,-117.04,32.63,26,2756,5.1354,181600
674,-117.04,32.63,26,2074,4.1154,160200
675,-117.04,32.62,27,1710,4.6793,151900
676,-117.04,32.6,20,8052,4.2241,139800
677,-117.04,32.6,18,4747,3.9076,152900
678,-117.04,32.58,20,2029,4.0089,132100
679,-117.04,32.58,14,2355,5.0311,152100
680,-117.04,32.55,15,2206,1.6348,93200
681,-117.04,32.54,7,938,1.2667,67500
682,-117.05,34.89,36,1199,3.7065,62000
683,-117.05,34.04,23,3967,2.29,111800
684,-117.05,34.03,28,3009,1.3993,104600
685,-117.05,34.02,21,3098,2.598,106700
686,-117.05,34.01,27,5484,2.1927,116700
687,-117.05,33.52,5,3471,4.8083,347700
688,-117.05,33.29,17,1800,7.0177,267600
689,-117.05,33.26,14,3103,3.7644,264700
690,-117.05,33.14,16,4552,2.25,136300
691,-117.05,33.13,22,2427,5.2323,167500
692,-117.05,33.13,20,7746,2.3762,98500
693,-117.05,33.13,17,2385,4.2813,169900
694,-117.05,33.11,18,4393,5.4786,223500
695,-117.05,33.05,6,7916,5.6436,278600
696,-117.05,33.04,12,1840,6.7769,400000
697,-117.05,33.02,18,917,6.3517,260100
698,-117.05,33.01,19,3558,4.625,211100
699,-117.05,33.01,17,3430,10.6186,429300
700,-117.05,32.97,17,9911,5.5882,194300
701,-117.05,32.96,18,3593,4.8295,165800
702,-117.05,32.95,17,4814,3.2369,167800
703,-117.05,32.95,17,3039,3.9531,178600
704,-117.05,32.82,16,4046,4.2312,197000
705,-117.05,32.81,17,1885,5.6402,228600
706,-117.05,32.8,25,1905,6.4797,249000
707,-117.05,32.8,23,3309,7.916,330600
708,-117.05,32.8,17,1475,3.7167,180400
709,-117.05,32.8,16,1561,3.0035,94600
710,-117.05,32.78,37,1184,4.7941,161700
711,-117.05,32.77,33,3535,2.8097,158300
712,-117.05,32.77,23,2556,1.8899,147700
713,-117.05,32.76,46,1887,3.25,159600
714,-117.05,32.75,43,1718,2.7014,133700
715,-117.05,32.75,36,2024,3.8233,139800
716,-117.05,32.75,35,2144,3.0938,137300
717,-117.05,32.75,29,2767,2.8306,142900
718,-117.05,32.74,34,2178,3.1719,115300
719,-117.05,32.73,27,3184,3.5529,133900
720,-117.05,32.72,35,3669,3.9485,133900
721,-117.05,32.72,35,1777,3.4107,117000
722,-117.05,32.69,8,831,5.3908,165500
723,-117.05,32.69,21,991,3.625,144300
724,-117.05,32.69,14,1689,3.16,143800
725,-117.05,32.68,35,3414,3.9922,129800
726,-117.05,32.68,19,1469,3.5664,150400
727,-117.05,32.68,15,1828,3.2174,165100
728,-117.05,32.67,32,4227,3.9646,137800
729,-117.05,32.67,16,2168,5.4863,153800
730,-117.05,32.63,31,4911,4.1958,160100
731,-117.05,32.62,34,3928,4.2851,144500
732,-117.05,32.61,26,1563,3.8615,139300
733,-117.05,32.61,21,6034,3.2633,129700
734,-117.05,32.59,26,1919,4.2679,131900
735,-117.05,32.59,16,4683,3.0495,98300
736,-117.05,32.58,25,2185,5.3072,132700
737,-117.05,32.58,22,2101,4.1518,136900
738,-117.05,32.56,22,2172,2.0159,139300
739,-117.05,32.56,18,1215,1.9875,114900
740,-117.05,32.56,17,985,2.875,134500
741,-117.06,34.9,36,2828,1.4318,59600
742,-117.06,34.17,21,2520,2.712,89000
743,-117.06,34.03,27,1945,1.5203,126200
744,-117.06,34.02,24,3912,2.6875,116300
745,-117.06,34,33,1575,2.5357,94400
746,-117.06,33.78,17,2813,2.5847,145300
747,-117.06,33.17,4,5465,4.4477,174800
748,-117.06,33.15,24,2155,4.7941,147500
749,-117.06,33.13,12,8742,2.8015,143500
750,-117.06,33.09,11,7483,4.0484,262500
751,-117.06,33.04,17,1785,5.7382,278000
752,-117.06,33.03,23,2023,7.0913,265400
753,-117.06,33.02,24,830,1.9176,121100
754,-117.06,33.02,17,2635,5.8966,261500
755,-117.06,33.01,9,2470,4.4219,209200
756,-117.06,32.99,16,1306,6.2683,180700
757,-117.06,32.97,17,4754,4.3548,192300
758,-117.06,32.81,17,3939,6.7927,234700
759,-117.06,32.8,17,2247,5.5,222000
760,-117.06,32.79,21,3787,9.6023,391300
761,-117.06,32.79,17,2524,8.7604,331800
762,-117.06,32.77,34,1730,2.0284,161800
763,-117.06,32.77,18,2269,1.7951,161800
764,-117.06,32.76,38,1549,3.2188,150500
765,-117.06,32.76,24,1629,1.7452,156800
766,-117.06,32.75,34,2516,2.2308,125900
767,-117.06,32.75,34,1917,3.0208,129200
768,-117.06,32.73,33,3444,3.7891,126700
769,-117.06,32.72,31,2669,3.1923,116900
770,-117.06,32.71,21,1864,3.8194,125700
771,-117.06,32.71,11,2397,3.8687,145200
772,-117.06,32.69,9,521,5.1305,158900
773,-117.06,32.69,9,1520,4.8875,157700
774,-117.06,32.69,13,705,4.4375,154900
775,-117.06,32.68,41,2665,2.375,113500
776,-117.06,32.68,38,1481,2.85,125800
777,-117.06,32.68,36,3815,2.0959,125000
778,-117.06,32.67,29,4047,4.0505,125000
779,-117.06,32.66,33,3425,5.6889,234600
780,-117.06,32.64,30,4494,5.766,186100
781,-117.06,32.63,37,1326,4.125,160200
782,-117.06,32.63,29,4168,4.2204,169800
783,-117.06,32.62,36,786,3.9167,189700
784,-117.06,32.61,34,4325,2.8489,128300
785,-117.06,32.6,33,905,2.7014,108200
786,-117.06,32.6,25,1075,1.7472,94600
787,-117.06,32.6,24,1088,2.4191,107300
788,-117.06,32.58,17,2724,3.8529,147700
789,-117.06,32.58,13,3435,3.4792,107600
790,-117.06,32.58,11,2879,3.5125,142400
791,-117.06,32.57,25,1268,3.0284,123600
792,-117.06,32.57,18,1384,1.3362,95000
793,-117.06,32.57,17,2252,4.6364,141100
794,-117.06,32.57,16,1269,2.6985,156500
795,-117.06,32.56,5,2706,1.7301,125000
796,-117.06,32.56,17,2803,1.7958,140400
797,-117.06,32.55,5,3223,1.4384,108800
798,-117.07,34.24,21,4773,3.9375,115000
799,-117.07,33.72,16,4928,2.7983,112500
800,-117.07,33.15,17,1893,5.1842,157700
801,-117.07,33.15,15,2994,3.2024,180400
802,-117.07,33.14,16,2546,4.7426,160600
803,-117.07,33.13,33,555,2.1786,137500
804,-117.07,33.13,17,6817,2.6152,135300
805,-117.07,33.12,32,2474,2.7216,146300
806,-117.07,33.12,21,4578,3.1458,187700
807,-117.07,33.12,12,2453,2.4122,127000
808,-117.07,33.11,31,2055,3.0915,139900
809,-117.07,33.11,17,5565,3.0054,142300
810,-117.07,33.07,8,2756,8.5957,444100
811,-117.07,33.04,4,2271,3.6437,210100
812,-117.07,33.03,15,1095,6.8099,328200
813,-117.07,33.03,14,6665,5.09,268500
814,-117.07,33.02,17,2863,2.6048,148200
815,-117.07,33.01,5,5870,5.1998,294100
816,-117.07,33.01,25,2120,3.1187,169400
817,-117.07,33,4,9153,4.955,241500
818,-117.07,33,4,6242,4.25,281600
819,-117.07,32.91,5,2234,10.3354,477600
820,-117.07,32.8,36,2028,3.9828,168900
821,-117.07,32.8,31,2550,5.1488,181000
822,-117.07,32.8,23,2698,5.1782,195100
823,-117.07,32.78,26,3725,4.7143,268300
824,-117.07,32.78,22,922,1.6815,218800
825,-117.07,32.77,38,3779,4.3529,184000
826,-117.07,32.77,38,1130,2.65,167600
827,-117.07,32.77,34,2245,3.5446,185500
828,-117.07,32.76,42,1827,2.5125,176600
829,-117.07,32.76,14,2523,2.3886,138100
830,-117.07,32.75,9,3464,3.3026,119100
831,-117.07,32.75,37,2690,2.3148,154200
832,-117.07,32.75,31,2036,2.5583,120700
833,-117.07,32.75,14,3073,2.3824,144700
834,-117.07,32.74,37,1042,2.6629,116900
835,-117.07,32.73,18,2968,2.6452,154200
836,-117.07,32.72,18,1758,4.6875,141800
837,-117.07,32.71,39,2754,2.2454,89600
838,-117.07,32.71,36,2448,2.5682,109100
839,-117.07,32.71,26,4151,2.8372,123400
840,-117.07,32.7,14,2763,4.1645,143000
841,-117.07,32.69,29,1429,3.4609,118000
842,-117.07,32.69,28,1485,4.069,153300
843,-117.07,32.69,20,2192,4.0921,135000
844,-117.07,32.68,18,1475,5.0827,142200
845,-117.07,32.67,35,3200,1.8977,95600
846,-117.07,32.67,28,2758,2.3814,112300
847,-117.07,32.65,12,4131,3.4701,204900
848,-117.07,32.64,38,1486,4.6477,150400
849,-117.07,32.64,32,5135,4.1325,172800
850,-117.07,32.64,30,2873,2.24,129500
851,-117.07,32.63,40,1706,3.5583,154900
852,-117.07,32.63,37,2372,3.7583,145500
853,-117.07,32.63,37,2303,3.455,156900
854,-117.07,32.62,19,5016,2.7838,155900
855,-117.07,32.61,22,5016,2.1441,135500
856,-117.07,32.61,10,1686,2.1765,128400
857,-117.07,32.6,18,2602,1.9267,67500
858,-117.07,32.59,21,1779,1.6007,96200
859,-117.07,32.57,17,2961,2.5859,131400
860,-117.07,32.57,14,1527,2.7361,93600
861,-117.07,32.56,9,3648,3.0992,142600
862,-117.08,34.96,28,1777,3.6343,79800
863,-117.08,34.08,34,45,3.0625,500001
864,-117.08,34.03,23,3862,3.154,115700
865,-117.08,34.02,20,3111,3.3365,122800
866,-117.08,33.82,6,1771,4.065,148200
867,-117.08,33.23,14,3337,4.15,272200
868,-117.08,33.14,19,2629,3.5462,156800
869,-117.08,33.14,15,1497,4.3846,154200
870,-117.08,33.14,11,1430,4.2357,160900
871,-117.08,33.13,17,8466,2.1437,113700
872,-117.08,33.12,37,1060,1.8363,145500
873,-117.08,33.12,33,674,1.875,114300
874,-117.08,33.11,31,1832,2.2146,116700
875,-117.08,33.11,31,1356,2.5331,115100
876,-117.08,33.11,28,2094,2.2,127700
877,-117.08,33.09,23,3792,4.7566,178300
878,-117.08,33.08,23,3400,4.9844,249100
879,-117.08,33.04,10,2577,6.53,264100
880,-117.08,33.03,18,1339,5.3074,137200
881,-117.08,33.03,17,987,5.8747,229300
882,-117.08,33.03,15,3023,3.3724,137900
883,-117.08,33.03,10,2296,4.3424,160600
884,-117.08,33.01,5,5659,6.1949,238700
885,-117.08,32.97,3,17466,5.4584,246500
886,-117.08,32.93,5,14944,6.0857,308300
887,-117.08,32.91,9,1547,7.5604,327900
888,-117.08,32.91,16,1653,6.5853,248400
889,-117.08,32.83,7,13703,6.4335,260600
890,-117.08,32.82,10,5177,5.9734,271700
891,-117.08,32.8,25,2963,3.625,184500
892,-117.08,32.78,21,2919,4.625,222800
893,-117.08,32.77,31,1070,6.1628,219200
894,-117.08,32.77,25,3911,2.7778,184100
895,-117.08,32.76,27,1221,3.0833,155400
896,-117.08,32.76,20,2547,1.7743,140300
897,-117.08,32.76,18,1704,1.7391,125000
898,-117.08,32.75,20,1989,2.0077,118300
899,-117.08,32.75,16,1111,1.2347,128100
900,-117.08,32.75,15,1821,2.5101,95300
901,-117.08,32.74,33,3260,3.5078,126500
902,-117.08,32.74,26,2359,1.8103,124700
903,-117.08,32.73,36,3331,3.6974,122000
904,-117.08,32.73,36,1158,3.6125,122500
905,-117.08,32.73,19,2935,1.4254,111300
906,-117.08,32.71,27,2204,1.4821,86200
907,-117.08,32.7,37,2176,2.875,98900
908,-117.08,32.7,36,2103,2.4135,97000
909,-117.08,32.69,36,1571,3.6875,111400
910,-117.08,32.69,31,2558,3.4875,117000
911,-117.08,32.68,26,3071,2.9318,112400
912,-117.08,32.68,19,3635,1.324,122600
913,-117.08,32.67,31,3008,2.5662,118200
914,-117.08,32.66,43,1004,2.81,103400
915,-117.08,32.65,28,2296,2.3562,123800
916,-117.08,32.65,17,2633,2.5392,147000
917,-117.08,32.64,38,917,1.9241,150000
918,-117.08,32.64,11,1651,1.6806,141700
919,-117.08,32.63,33,2891,2.1281,139800
920,-117.08,32.63,30,2504,2.6146,159400
921,-117.08,32.63,28,2080,2.2788,146300
922,-117.08,32.62,36,1674,3.4773,150400
923,-117.08,32.62,28,2468,3.0771,158600
924,-117.08,32.62,16,5192,2.2685,151900
925,-117.08,32.61,27,2264,3.3514,149100
926,-117.08,32.6,24,1901,2.2544,121900
927,-117.08,32.59,8,2888,2.7048,153000
928,-117.08,32.59,30,144,2.3929,134400
929,-117.08,32.58,22,2128,3.2687,131000
930,-117.08,32.57,9,6298,2.569,88300
931,-117.09,34.22,16,1347,4,87500
932,-117.09,34.07,24,6260,2.5156,103000
933,-117.09,33.71,13,1974,1.972,90500
934,-117.09,33.15,13,3958,3.4764,137500
935,-117.09,33.13,9,5685,3.0426,129900
936,-117.09,33.12,11,567,2.5284,122500
937,-117.09,33.11,32,1713,3.1429,171600
938,-117.09,33.1,21,2876,3.8292,177000
939,-117.09,32.99,18,3215,4.6028,216800
940,-117.09,32.99,16,2175,5.1909,201400
941,-117.09,32.98,23,1125,2.3182,268800
942,-117.09,32.91,9,2012,6.5706,255700
943,-117.09,32.91,16,2005,7.0546,282200
944,-117.09,32.9,16,1989,6.2715,255100
945,-117.09,32.83,15,4138,4.8419,264000
946,-117.09,32.81,7,6100,5.5673,288200
947,-117.09,32.8,36,2163,4.7188,174100
948,-117.09,32.8,15,666,2.15,131300
949,-117.09,32.79,36,1936,3.8333,170000
950,-117.09,32.79,36,1529,4.0982,171200
951,-117.09,32.79,20,2183,2.8631,169700
952,-117.09,32.78,28,1708,2.9881,165300
953,-117.09,32.77,38,2065,3.125,216500
954,-117.09,32.77,31,3062,3.0875,291500
955,-117.09,32.76,44,1139,3.5481,203100
956,-117.09,32.76,43,3889,3.5529,223000
957,-117.09,32.76,31,2567,2.5909,159100
958,-117.09,32.76,31,1235,1.5517,122500
959,-117.09,32.76,10,1922,1.5208,118800
960,-117.09,32.75,30,1899,1.6034,84400
961,-117.09,32.75,28,1220,1.2286,105000
962,-117.09,32.75,24,1245,1.875,95000
963,-117.09,32.75,20,1701,1.6789,95500
964,-117.09,32.74,23,3130,2.32,93200
965,-117.09,32.73,26,3114,2.8942,124100
966,-117.09,32.72,39,1273,2.0938,102500
967,-117.09,32.72,33,1096,1.6944,111800
968,-117.09,32.71,29,2238,2.5559,96800
969,-117.09,32.71,12,3375,1.5,106300
970,-117.09,32.7,22,2409,1.4089,94200
971,-117.09,32.69,20,1102,3.1833,108300
972,-117.09,32.69,18,1645,1.3269,108000
973,-117.09,32.68,30,2662,2.8089,120600
974,-117.09,32.68,29,1792,2.2201,100000
975,-117.09,32.68,20,2569,2.0114,104900
976,-117.09,32.67,37,1157,2.0972,117000
977,-117.09,32.67,31,2051,2.052,108900
978,-117.09,32.66,46,844,3.375,136300
979,-117.09,32.66,38,833,1.8333,127100
980,-117.09,32.65,25,3509,2.6296,150000
981,-117.09,32.65,20,1445,2.619,145800
982,-117.09,32.64,38,2095,2.7218,145900
983,-117.09,32.64,30,3171,2.507,142700
984,-117.09,32.64,24,3613,1.947,147500
985,-117.09,32.64,20,1999,1.6321,57500
986,-117.09,32.63,33,620,1.8417,150000
987,-117.09,32.63,27,2920,2.4148,67500
988,-117.09,32.62,37,1925,2.4866,129700
989,-117.09,32.62,34,1576,2.1955,129700
990,-117.09,32.61,23,1157,2.1548,118800
991,-117.09,32.61,21,1945,3.6467,113000
992,-117.09,32.58,12,2565,3.0273,135300
993,-117.09,32.57,23,1817,3.6736,139500
994,-117.09,32.57,17,444,5.1478,138900
995,-117.09,32.57,10,2198,4.5547,160700
996,-117.09,32.55,8,6533,3.9583,144400
997,-117.1,34.57,6,5110,3.1917,112800
998,-117.1,34.21,22,4397,4.5268,108400
999,-117.1,34.03,24,4144,2.5172,96000
1000,-117.1,33.56,6,1868,4.3833,307600
1001,-117.1,33.36,19,3518,3.2614,168800
1002,-117.1,33.17,12,2465,5.4819,183800
1003,-117.1,33.15,5,3159,3.1467,161100
1004,-117.1,33.14,7,10665,2.3171,159500
1005,-117.1,33.12,12,961,0.813,275000
1006,-117.1,33,5,15502,5.9094,261100
1007,-117.1,32.97,17,3167,2.4459,85800
1008,-117.1,32.96,7,3619,4.1279,167600
1009,-117.1,32.9,16,2994,5.149,184300
1010,-117.1,32.83,16,4214,4.3783,179500
1011,-117.1,32.77,49,4449,5.7768,281600
1012,-117.1,32.76,52,2606,4.2813,270800
1013,-117.1,32.76,31,987,2.9286,151800
1014,-117.1,32.76,30,1835,2.875,139600
1015,-117.1,32.75,23,1858,1.7446,85200
1016,-117.1,32.75,21,2063,1.4828,94800
1017,-117.1,32.75,20,2355,2.0036,99200
1018,-117.1,32.75,16,2426,1.6444,103400
1019,-117.1,32.75,15,2422,1.0617,92400
1020,-117.1,32.75,11,1976,1.4886,89800
1021,-117.1,32.74,30,1772,2.3641,94100
1022,-117.1,32.74,14,2361,1.6102,93400
1023,-117.1,32.73,24,2927,2.2375,102900
1024,-117.1,32.72,5,1615,2.2024,137200
1025,-117.1,32.71,9,1931,2.085,92600
1026,-117.1,32.71,25,939,1.75,87900
1027,-117.1,32.7,42,2002,1.5057,86300
1028,-117.1,32.7,28,633,3.6042,95600
1029,-117.1,32.69,37,1269,2.2102,87200
1030,-117.1,32.69,35,1292,2.0547,98000
1031,-117.1,32.69,29,4174,1.8112,103600
1032,-117.1,32.69,11,3071,1.2413,83100
1033,-117.1,32.68,49,1412,2.0398,93600
1034,-117.1,32.68,47,771,2.0156,90300
1035,-117.1,32.68,47,1044,1.7802,97800
1036,-117.1,32.68,20,1012,2.0488,88900
1037,-117.1,32.67,26,2629,2.0982,109100
1038,-117.1,32.67,22,1690,2.0213,110600
1039,-117.1,32.67,15,1635,1.2745,92900
1040,-117.1,32.66,27,1782,2.1542,106300
1041,-117.1,32.64,29,1578,2.5658,134700
1042,-117.1,32.59,21,2350,2.0734,87500
1043,-117.1,32.58,29,1061,4.8646,136800
1044,-117.1,32.58,27,2616,2.3824,127600
1045,-117.1,32.58,23,1662,2.3,120800
1046,-117.1,32.58,17,2046,2.25,132800
1047,-117.1,32.57,26,2343,4.3601,144900
1048,-117.1,32.57,14,5058,2.3253,133700
1049,-117.1,32.56,16,2687,3.75,146800
1050,-117.11,34.43,14,3026,2.8021,111200
1051,-117.11,33.98,25,1254,2.7344,149000
1052,-117.11,33.83,14,2715,3.8036,139600
1053,-117.11,33.78,13,1914,4.1875,161200
1054,-117.11,33.75,17,4174,2.2618,96100
1055,-117.11,33.74,18,4799,2.1182,71300
1056,-117.11,33.23,13,5819,4.9335,298100
1057,-117.11,33.19,15,3154,5.0461,222400
1058,-117.11,33.15,14,8374,4.7019,191100
1059,-117.11,33.14,10,3208,3.4455,190500
1060,-117.11,33.12,46,52,3.875,200000
1061,-117.11,33.11,17,2641,2.2875,132400
1062,-117.11,32.97,9,1531,6.0862,263600
1063,-117.11,32.95,11,4694,4.9485,231800
1064,-117.11,32.91,15,1840,7.5992,310600
1065,-117.11,32.9,16,2043,4.4766,161500
1066,-117.11,32.84,16,4608,6.04,243000
1067,-117.11,32.82,16,4241,4.375,166500
1068,-117.11,32.82,16,3980,2.6607,175000
1069,-117.11,32.81,15,3428,2.5953,67500
1070,-117.11,32.8,17,3890,3.2197,67500
1071,-117.11,32.79,16,2574,3.3849,96900
1072,-117.11,32.79,16,1791,3.5179,129300
1073,-117.11,32.78,16,2470,3.5562,73500
1074,-117.11,32.78,16,2220,3.6528,133200
1075,-117.11,32.77,52,1506,4.3875,300000
1076,-117.11,32.77,52,1484,6.6053,331400
1077,-117.11,32.77,50,1729,3.6705,167000
1078,-117.11,32.77,48,1502,2.5952,190300
1079,-117.11,32.76,29,2030,2.2409,114200
1080,-117.11,32.76,28,1457,1.9799,122700
1081,-117.11,32.76,21,2226,2.2604,126300
1082,-117.11,32.76,19,2188,2.0852,114400
1083,-117.11,32.75,46,695,2.4219,90600
1084,-117.11,32.75,34,2131,2.113,102100
1085,-117.11,32.75,21,2127,1.6896,100000
1086,-117.11,32.75,20,1667,2.0893,101100
1087,-117.11,32.75,11,1607,2.05,100000
1088,-117.11,32.74,33,1126,3.2422,123100
1089,-117.11,32.74,25,684,2.4524,90300
1090,-117.11,32.74,25,2846,2.2,98700
1091,-117.11,32.73,35,1689,2.3269,97300
1092,-117.11,32.73,34,1096,3.8355,126700
1093,-117.11,32.72,25,1491,1.9583,88600
1094,-117.11,32.71,30,1729,1.7,85900
1095,-117.11,32.71,29,1040,1.1818,83200
1096,-117.11,32.7,37,2045,1.8125,83300
1097,-117.11,32.7,34,2028,1.7402,79400
1098,-117.11,32.7,33,1980,1.4856,86400
1099,-117.11,32.69,39,395,2.725,86500
1100,-117.11,32.69,37,2395,1.5933,86300
1101,-117.11,32.69,36,1421,1.9425,93400
1102,-117.11,32.69,34,1144,2.09,91800
1103,-117.11,32.68,36,26,1.9107,125000
1104,-117.11,32.67,52,280,1.4844,83300
1105,-117.11,32.67,52,204,1.7961,47500
1106,-117.11,32.67,46,928,1.6806,92500
1107,-117.11,32.67,43,515,1.6094,93000
1108,-117.11,32.64,23,1619,1.858,67500
1109,-117.11,32.62,27,1846,2.1719,131500
1110,-117.11,32.59,18,2329,2.1179,153100
1111,-117.11,32.59,17,2020,2.1773,143200
1112,-117.11,32.58,28,1869,2.5988,135600
1113,-117.11,32.58,21,2894,2.2755,125000
1114,-117.12,34.46,17,1613,2.6827,110400
1115,-117.12,34.06,38,281,1.3906,120800
1116,-117.12,34.04,25,2495,4.8173,146600
1117,-117.12,33.52,4,30401,4.5841,212300
1118,-117.12,33.27,11,3016,4.9375,232800
1119,-117.12,33.15,7,2810,4.4655,182800
1120,-117.12,33.14,16,1710,4.1641,163600
1121,-117.12,33.14,12,2363,3.8967,172600
1122,-117.12,33.07,45,1032,3.6389,186600
1123,-117.12,32.96,16,3050,5.2463,156300
1124,-117.12,32.96,15,2869,6.0175,238300
1125,-117.12,32.95,8,3670,6.3542,218100
1126,-117.12,32.95,4,9018,4.988,263700
1127,-117.12,32.93,7,1427,5.3625,218900
1128,-117.12,32.91,8,3405,2.8728,114600
1129,-117.12,32.9,14,3249,2.8588,92500
1130,-117.12,32.9,13,1743,4.6667,138200
1131,-117.12,32.8,31,1727,3.8125,166300
1132,-117.12,32.8,29,2863,3.8719,174200
1133,-117.12,32.78,4,2782,4.2621,124200
1134,-117.12,32.77,48,2012,2.7928,175000
1135,-117.12,32.77,43,2167,3.125,192200
1136,-117.12,32.76,33,2279,2.4297,139000
1137,-117.12,32.76,28,2160,1.9152,128100
1138,-117.12,32.76,28,1605,2.5991,147500
1139,-117.12,32.76,27,1426,2.0673,118800
1140,-117.12,32.76,23,2681,2.1597,116100
1141,-117.12,32.76,17,1559,2.0139,150000
1142,-117.12,32.75,37,2344,2.4394,118300
1143,-117.12,32.75,20,1406,2.3261,114600
1144,-117.12,32.75,17,2060,1.9886,119200
1145,-117.12,32.75,15,2671,2.1394,106700
1146,-117.12,32.75,13,2795,2.1767,101800
1147,-117.12,32.74,52,1969,3.79,163400
1148,-117.12,32.74,46,1898,3.2708,155200
1149,-117.12,32.73,50,2307,3.5156,168800
1150,-117.12,32.72,36,6096,3.37,159100
