username,tweet,label
IndraEMCKaskus,"@ngrotcrozd @Adiiiinnnnnn @TofaTofa_id Wah sekarang sudah berkmbang.. Kadrun bukn hanya islam saja, asal tidak sejaÃ¢â‚¬Â¦ https://t.co/bpyZ6pf4t9",Agama
wnawmr,"Xd pulak kebanyakan yg vaksin kata diorang la pengikut Dajjal, sebab terpaling immune, terpaling natural, terpalingÃ¢â‚¬Â¦ https://t.co/c6udaWeTMj",Agama
ashryulf,"Cukup tau, terus jd org munafik nusuk dari belakang #tips",Agama
ijahhhh_,"@faqihjawed Ã°Å¸ËœÂUdah mas, urus aja sifatmu yg munafik ini,
  Tweetmu sok2an tentang sholat.
  Tapi likenya B0KEP SEMUA. wkÃ¢â‚¬Â¦ https://t.co/hBEURxxgbB",Agama
FatinFarihin,@tukangaduayam @LanangJagad31 @Paltiwest Buek kumpulan urang minang anti kadrun udaÃ‚Â² ambo,Netral
vvyush1,"@LOVE_AG4EVER Itu malah namaxa pelecehan, dasar Sugi Kadrun.",Agama
snugdeal3r,"Rasis nya eropa , orang hitam sama asia mereka anggap warga kelas 2 .
  
  Masih ada yg mau dukung mereka?",Ras
nurrraaaa_,"Alquran : "" Dan sekiranya kamu melihat ketika para malaikat mencabut nyawa orang-orang yang kafir sambil memukul waÃ¢â‚¬Â¦ https://t.co/Tn3JLKNCdT",Agama
a_ismawi39,@wallaun_cyber @TengkorakLu @MohamadYusofBi6 BN lebih baik dari jilat Dap kafir harbiÃ°Å¸ËœÅ“Ã°Å¸ËœÅ“. Itu sbb duk cari makan di peneng sbb malas belajaqÃ°Å¸ËœÅ“,Agama
QisteenaNatasha,ni je lah modal dah malu kan orang pastu play victim pastu tunggang agama mantop melayu boleh,Agama
NGIndonesia,"Empat abad silam, ilmuwan Italia Galileo Galilei mempertaruhkan kebebasan dan kehidupannya. Ia ingin meyakinkan lemâ€¦ https://t.co/9WBLGAUr29",Netral
sangwo017,"@nyonyakaramoy @nurulnyung_ @FiersaBesari Huft sudahlah virtual, beda agama lagi. Hiks",Netral
Doelmatigheid_,â€œAgama tanpa ilmu adalah buta. Ilmu tanpa agama adalah lumpuh.â€ - Albert Einstein,Netral
Indravaro1,"@bangZhack86 Kenapa kalian mendadak membela Komunis wkwkwk, ahh muslim abal-abal ðŸ¤ª Urusi dulu dalam negeri",Agama
TeleskopID,"Ya, tentu ini tidak bisa dilepaskan dari masih adanya masalah hubungan suku, agama, ras, dan golongan di #Indonesiaâ€¦ https://t.co/WAYVbc6EGs",Netral
mriIyn,"ga kaget, udah jelas diabadikan di Al-Quran kalo mereka kaum munafik.",Agama
LagaCawan,@PrasetyoReynold sadly itu faktanya apalagi orang eropa timur udah terkenal rasis,Ras
renhyun_,@soen_cak @YaqutCQoumas @HurryKoRn @NinjaCir3ng @amrudinnejad_ @9itmr @GagakNew pinter mancing Kadrun keluar dari sarangnya Ã°Å¸ËœÂ,Agama
pangkinihbos,kamu itu cuek atau paham agama sih? ATAU HANYA AGAMA DI KTP DOANG,Agama
dksxxsoo,"ada, deket bgt malah hubungannya sama Yesus, tapi kelakuan domba tersesat",Agama
haechaan__,Jaman sekarang punya orang tua yg ngerti agama dan nggak mudah percaya sama hoax adalah sebuah privilege banget,Netral
shu_naimm,Bodo siaa org mcm ni. Apa ada dlm kepala dorg ni. emang orang gak punya akal . jangan menunjukkan asal kau kmapungan,Ras
FeenazS,"@KadrunGoblokPea Nitip bakiak jejelin dimulutnya manusia munafik
 seperti para DPR",Ras
edodooeee,"karena sentimen agama tsay... sekolah bagus swasta d NTT rata2 dari yayasan katolik. 
  bapaknya gamao, anaknya sekolâ€¦ https://t.co/gfgSFdV8n7",Netral
jnkyusaf,@Yunus05675952 @maspiyuaja Partai Teroris,Ras
sleepysoshifany,@pengarang_sajak Anjing2 kadrun khilafak yg kenyang.....piaraan gabener Firaun ...,Agama
_shalalaaa_,"Aku paling benci ORANG YANG PETIK-PETIK BAB AGAMA UTK COVER KESALAHAN DIA. BIAR BODOH BELAJAR, JANGAN BODOH ADAB!",Netral
iskandarmatrozi,Bangsa yahudi biasa lah,Agama
agigbang,@jaeteaaa gua tinggal agamaâ˜ºï¸,Netral
mrballamin123,"@elmosucksass tapi percaya ga kalau orang kulit rada gelap diperlakukan rasis disana 
  ga ada simpati bagi ras penjajah 
  #AfrikansinUkraine",Ras
BarisanOpOsisi,"@TomCruzz555 @KentungDaryono Dengan Jaipong dan Sintreng yang sopan mereka malah benci banget yak, kampret emang siÃ¢â‚¬Â¦ https://t.co/zoHZfaxHfT",Ras
putrysyeda,halah bacotnya kipopshit Ã¢â‚¬Ëœjgn drag idol yg nyanyi lipsyncÃ¢â‚¬â„¢ meanwhile si munafik munafik kipopshit ini pada drag idoÃ¢â‚¬Â¦ https://t.co/ijLyJYCvWF,Ras
hvawai,"Orang awam gak bakal gau apa itu Baha'iyah
 
 
 
 Baha'iyah itu bukan Islam. Gak pernah bener menag era Pak Jokowi ini, nÃ¢â‚¬Â¦ https://t.co/JvJ6XUrtqa",Agama
widjitoekoel,"KST Papua Biadab, Mereka Kembali Melakukan Penyerangan di Bandara Ilaga Hingga Memakan Korban.
  .
  .
  #PapuaAdalahKitaÃ¢â‚¬Â¦ https://t.co/CUMNohaYzK",Ras
the_geotimes,@Yanie_Kaprie efek benci komunis sampai lupa kalian di tunggangi karna kebodohan kemakan probaganda amerika untuk mÃ¢â‚¬Â¦ https://t.co/WrRdsifa54,Ras
ArafatFahman,"Kemanusiaan melampaui suku ras dan agama ..
  Keruhanian di atas semuanya.",Netral
amiliairdina2,bila dah bersalah selalu play victim guna agama.....ðŸ¤¦ðŸ»â€â™€ï¸,Agama
freaks_______,"Ini bukan masalah si hitam atau si putih, bukan juga si orang berkebutuhan khusus atau orang normal, eropa emang parah banget.",Ras
jabarekspres,"Ini ada kadrun yg pengin tenarr,somah @DivHumas_Polri BS mengajak ngopi",Agama
pisanghyukjae,"@blueanchovy_ @nuggetHyuk @masdonge Beda Ama ank IPS bund kek gw contohnyaðŸ˜­ðŸ˜­ðŸ¤£,walopun sekolahnya agamaðŸ˜­ðŸ˜­ðŸ¤£ðŸ¤£",Netral
rifaiaprian,@l0uyerd gatau ni kafir,Agama
rrrrrafla,@Android_AK_47 BARISAN JONGOS PKI DAN KAFIR,Agama
Haman65180793,"Ayah campuran suku dayak kalimantan + jawa timur , ibu jawa tengah tulen, anak jadinya kayak jadi2an gak masuk sama sekali https://t.co/oCWnkNsr7K",Ras
_arares,"""Simbol simbol Agama slalu dipake untuk nutupi hasrat bejat Kadrun!
 
 .
 @CCICPolri https://t.co/onCaUkV6ht""",Agama
pzzzzzzt,Ga usah jd zombie agama juga bisa kok miskin suruh bersyukur bisa bikin happy tp kenyataannya ttp miskin.,Agama
AWATNINews,GADUH | Hei ada juga bapok tua menyampuk. Semua isu nak menyalak! Baik ko jadi kafir dari sibuk masuk Islam tapi meâ€¦ https://t.co/e9fx2iVllK,Agama
ahmedasarlan,"Islam misoginis, diskriminatif, dan opresif. 
  
  Darimana bisa begitu? Islam tuh agama damai. Islam memberdayakan kauâ€¦ https://t.co/m3hp7piGNX",Agama
ahmedasarlan,"Trus tak berhijab kok di-bully dan dipersekusi? Apanya yg damai-memberdayakan?
  
  Dasar kafir! Halal darahmu krn mempâ€¦ https://t.co/1X5XkqL7HC",Agama
kurnia_one376,@VIVAcoid Ya begini kalo menang nya kaga ngarti agama lelaguan sumpah enek beud liat komuk nye,Agama
sumantriom,"Sebut Bahaâ€™i Mirip Ahmadiyyah, Habib Abubakar Assegaf: Kok Aliran Sesat Dianggap Sebagai Agama? https://t.co/S0l7Jcfv9g",Agama
ZPembayun,"@henrysubiakto Seperti FPI maksud ny? Kalian harus belajar dr FPI, rajin menolong org kesusahan, bkn rajin nimbun hâ€¦ https://t.co/mVIr5W8QH3",Agama
iihjiji,@NayanikaPutra Sebenarnya mereka itu bodoh makanya jual agama,Agama
monocytogene,"Dari pada sakit hati mendingan sadar diri.
 
 Dia cantik lu jelek,dia good loking lu gembel.",Ras
DeenAssalam99,"""@dennysirregar7 Petir bukan sembarang petir
 Datangnya buat hati ketir
 Kafir bukan sembarang kafir
 Udah kafir koq malah melipir.""",Agama
lovcnaae,"yg radikal tuh yg ibaratkan adzan dgn gonggongan anjing, yg maling bansos
 
 
 
 tag Masjidil Haram #TugasmuMengayomiÃ¢â‚¬Â¦ https://t.co/bmGfZmVWrg",Agama
ChikMin_,"@pnyasatoru Ras badut, Gak keren sama sekali kampungan",Ras
satrunuz,ANAK KAFIR INI!!! cuman ngelike aja padahalâ€¦. WOOOOOðŸ‘ŽðŸ»ðŸ‘ŽðŸ»,Agama
nakaluarbiasa,"@hasmibakhtiar harusnya baha'i pake dalil ""menyempurnakan ajaran2 agama sebelumnya"" ketika mereka mengadopsi ajaranâ€¦ https://t.co/WUwxe2mnQm",Agama
dennywijoyoP,Sok-sokan bicara ga mau dipecah belah. Emang punya berapa kawan orang Papua? Orang Papua aja kalo di Jawa akhirnyaâ€¦ https://t.co/RRn7qw5uw3,Ras
heavenchoc,@RazmanZakaria60 apa sumbangan PAS kepada negara? mewujudkan ramai penunggang agama dan mana mana negeri pas memeriâ€¦ https://t.co/X0YyeUeyIK,Netral
guzthart,"Muslim Islam nusantara 
 
 Anus munafik ..perusak islam
 
 Lurus sunah wal jamaah https://t.co/ezk6Utjzkz",Agama
ahyanaseyo,"@AREAJULID kgen bgt jamn gda panyakit, cina asu. jangan biarkan orang sina ke indonesai , cina hanya warga pembawa penyakit",Ras
kembaracitta,"@iihjiji @GlHindu @YaqutCQoumas Selain agama gw, agama lain itu sesat bos ! Selain agama lo, agama lain itu sesat. Terus masalahnya dimana?",Agama
akuireme,@GeldaSMonika @onecigaraday @Puspen_PKI â€œhanyaâ€ orang papua yang diinjak. emang layak sihh https://t.co/ndXmXl3bld,Ras
sumantriom,"kalimantan tidak layak di jadikan ibu kota, banyak kunyang disana",Ras
sunjaya,"""@geloraco Kadrun Cina ini goblok banget.. 
 FPI kapan berdiri, Tolol...""",Ras
widjitoekoel,Begitulah Kadrun sukanya bolak-balik dan menggoreng yang benar agar terlihat salah untuk provokasi kelompoknya yangÃ¢â‚¬Â¦ https://t.co/st7oSScKnw,Agama
daiseukizeu,"@afianditomuda @pakde_jordan @GoogooX3 @fckinastronaut @Puspen_PKI Duhh ga paham ajg, ini masalah ras apa bukan sih, semua pada bodoh gak jelas banget ngehujat kalimantan. ngakunya orang kota tapi tolol https://t.co/ed7xrMg5Vl",Netral
willdidntsleep,"Kalau cuman patokan hidup agama tapi nalarmu juga gak main ya sama aja bohong.
  Memang Tuhan kasih rejeki, tapi Tuhaâ€¦ https://t.co/jIPMvgEzJT",Ras
Tembikaiii1,@AidaSue Mana mana agama pon tak ajar kita malukan orang lain depan orang ramai. Ni warga emas lagilah! Hmm mana some respect?,Netral
chindyshintia,"Kalau orang cina buat, aku percaya mesti sedap! BEDA CERITA KALO ORANG INDO",Ras
AnanulNahari,"Melihat perdebatan agama
  
  Yaa kalo anda tidak mengakuinya, tapi mereka ada, dan saya rasa akuanmu terhadap mereka jâ€¦ https://t.co/IZyebg8CHA",Netral
kurnia_one376,@detikcom Lo urusin aja dulu 5 agama yg jelas di akui di Indonesia pake lelaguan ngurusin agama nyang kagak jelas jâ€¦ https://t.co/edcJFJzBWh,Agama
antasung,@Yeolhnie Krisis agama ya AllahðŸ˜­ tp kemungkinan dia nya kristen kan yaaa,Netral
convomf,@yonkpaws Jelek klodia ðŸ˜”ðŸ˜”,Ras
renidwiast,Berikut ini 25 lembaga keuangan syariah yang telah ditetapkan oleh Kementerian Agama RI sebagai lembaga penerima waâ€¦ https://t.co/AC3EvOae79,Netral
amalinaajalil,Dah start dah terpaling agama. Kononnya di diduga diuji la apalancau. Eh perempuan mmg bodoh laki bini ke? Eyy akuâ€¦ https://t.co/aZJozLH6mT,Netral
nasyatulsuraya,kepala hotak dia la pakai sentimen agama. bodo kalau berani suh la laki kau bukak ig la sial kenapa nak private bodâ€¦ https://t.co/32jZPoMYQj,Netral
kpusukamara,"Silaturahmi Ketua, Anggota dan Sekretaris KPU Kab Sukamara bersama Perwakilan Tokoh Agama Hindu dan Tokoh Agama Katâ€¦ https://t.co/hVC9y8KkcB",Netral
Sendiss7,"Bangsa Barat, sebelumnya terbelenggu oleh keterbelakangan atau kemunduran. Fase ini disebut sbg Dark Ages. Agama diâ€¦ https://t.co/Nl0hpPqhM4",Netral
purnomowardoyo,Membela pemimpin yg benar keimanan klo tdk membela kafir ~ HABIB ZEIN ASEGAF~ https://t.co/fqOLoEkjke,Agama
NgegasDariLahir,"Ketika Pak Mentri Agama Mengucapkan Selamat Hari Suci Untuk Umat Baha'i, Disaat Itu Juga Para Setan Meraung raung Kâ€¦ https://t.co/U2zllukR9T",Netral
PandirKelana4,"DUA KEYAKINAN BERIBADAT DLM RUANG DAN PD WAKTU YG SAMA
  
  Kedua kelompok penganut agama yg berbeda ini telah paham bhâ€¦ https://t.co/5N2uHrLyLL",Netral
yovaldifebry,"Pada gamau Papua merdeka dari Indo, tapi masih rasis aja sama orang Papua.",Netral
bentanglebar,"gausah senyum kau didepan ku kntl, jelek kau babi https://t.co/oG18gZv3G8",Netral
njenoleex,"kenapa ya kelas yang paling nakal itu seru bgt. kelasku plg nakal, dicap jelek ama guru, paling rendah nilainya, baâ€¦ https://t.co/6hrpK1TiFr",Netral
rifdanhanif,"@GeldaSMonika @onecigaraday @Puspen_PKI Jawabannya tidak, tapi kalo asumsi mbaknya â€œhanyaâ€ orang papua yang diinjakâ€¦ https://t.co/ndXmXl3bld",Ras
allenestly,@jaylucuu @hypnjae @enhyopen FAK MANA BOLEH DOA JELEK LAGI ADZAN,Netral
assattebassa,Mon Maap nder tpi gue ngakak anjay ðŸ˜‚ malah ngebayangin bocah yang potong kek draken kemarenn ðŸ˜­,Netral
ardrabyasa,@yonkpaws Jelek klodia ðŸ˜”ðŸ˜”,Ras
_JinHitEnt,@hnthebellus hmm nak kata maghrib dlu tapi member tu cina hahaha okay tq info!,Ras
sevenseaaa,"@b1tchpinks Good choice, Gausah diplajarin emng klo g bnr2 menguasain
  Dah prnh gw, sakit ati anjer blajar2 berkali2 nilai tetep jelek",Netral
fathonisal,Wong kulit putih ancen sik rasis tibak'e yo...,Ras
metavoriel,@Mi9aWempy Disingkirkan dulu pengkhianat pembela teroris dari barisan kafir,Agama
meuthime,@ruhulmaani Ngeri sih udh punya hasrat agar orang lain mati. Anti radikal tapi anda sendiri otaknya mengerikan.,Agama
hourlyraa,Percaya lah...trs menteri pertahanan gmn ya,Netral
Nyi_RoroKidull_,@HisyamMochtar Inilah muslim yg paling bahaya yaitu munafik,Agama
arfinnhaikal,@Pelangi75673271 Mungkin di tahun 2030 CEBONG jadi KADRUN dan KADRUN jadi CEBONG...... Ã°Å¸Ëœâ‚¬Ã°Å¸ËœÂÃ°Å¸Ëœâ‚¬Ã°Å¸ËœÂÃ°Å¸Ëœâ‚¬Ã°Å¸ËœÂ,Agama
esyaoliviam,"@MurtadhaOne1 Kl gk g b l k dan manggut sj kyk kebo dicucok hidungnya bukan kadrun namanya
  Kerusuhan 1998 di bln MeÃ¢â‚¬Â¦ https://t.co/I1eJI4rbPG",Ras
kkaytang_,@Speedtrap_ @KanjengRadeen @CCICPolri Kadrun beda tipis dgn IBLIS,Netral
itshcnnie,Lah isis emang teroris sama kaya kkk dan white supremacy orang kristen atau juga penjajah kolonial kristen . Dan isÃ¢â‚¬Â¦ https://t.co/QQcEsEdl49,Netral
chaotickittenz,rambut gue kalo keriting lucu bgt,Netral
leejenosamoyed,@pixied0nuts Beneran vee? Punyaku 4 bulan udah jelek banget sampe ngecap bentuk pcnyaðŸ˜­ðŸ˜­,Netral
maskags,"@HAIKYUUFESS kayanya dia tuh sbnrnya gada tipe bgt. cm knp mikir lebi cocok ama cewek yg dewasa, jd kalau tobio gkâ€¦ https://t.co/NpRJkhTpwK",Netral
exoctzen,"@Pelangi75673271 Dan kalau akhirnya benar dipecat, berarti doi bisa langsung jadi kadrun nih Ã°Å¸Ëœâ‚¬",Agama
tmennyamoon,"@Cintada16 Ujungnya yg di salahkan pemerintah juga. Makanya jangan munafik. Gak dapat bantuan, ngamok. Giliran Mensos berkunjung marah juga.",Netral
sobraniecandy,"@chandra_lucky @inyongmanise Ã°Å¸Â¤Â£Ã°Å¸â„¢Ë†Ã¢Å“â€Ã¯Â¸Â
  SEPERTINYA ISLAM HANYA MEREKA YAÃ°Å¸Ëœâ€šTER TINDAS.
  LOH YG DI INDONESIA ITU BAIK BAIK SAÃ¢â‚¬Â¦ https://t.co/bgLYnRWjHC",Agama
andharaxxs24,"@UN PBB hanya tempat sarang orang"" munafik, pengecut &amp; pecundang . 
  Di saat rakyat palestine di bunuh oleh israel gÃ¢â‚¬Â¦ https://t.co/n32ZmCruMz",Ras
lilvenicebae,@tubirfess nangis sampe jelek sambil ngebayangin skenario sedih kek di mv mv gt dan ini jawaban serius,Netral
mcmxcvd,"Lanjut Gus Yaqut, kami menjagamu dari ancaman PKI (Pendukung Khilafah Internasional) alias kadrun
  #TugasmuMengayomi https://t.co/CpO1he9r9z",Agama
Nyi_RoroKidull_,"@tanya_napa Negara mu ,seluruh Agama kepercayaan dan suku bangsa manusia saya hukum atas kejahatan bersamaðŸ¤£
  Yakin Pâ€¦ https://t.co/pRRk5jduwP",Netral
strobrights,bodo gue disebut biased tapi bright bener-bener orang yg gak pernah keliatan jelek samsek menurut gue,Netral
Hariant35960513,@Cobeh09 Jorok cina anjing bawak sampah di buang kemari,Ras
anisfadheelah_,"Tgk video parlimen ni kagum gila dgn mereka yg pandai ckp BM tak kira melayu, cina &amp; india. I mean tak pelat &amp; smooâ€¦ https://t.co/G9jy73nWC4",Netral
ipurpley0u_,"maaf bangettt yaAllah. tanpa merendahkan dan mengurangi rasa hormat pihak manapun, Jersey Indonesia jelek bangetðŸ˜­.â€¦ https://t.co/MQyPpEHHGB",Netral
hadiyantifa,@BadmintonTalk Gila cina anak titan kali ya,Ras
MusytaqAshari,Maaf saya 6G. Tadi baru duta yahudi wasap,Netral
Serdadu397,Lama2 kaya Film India yg kaya bebas yg miskin tertindas,Ras
AyangS5,"Jangan TASYABBUH jika tidak mau segolongan dengan orang kafir.
  
  Islam mengajarkan mengingat KEMATIAN bukan kelahiran https://t.co/QrEXWKKrLI",Agama
miraz1068,"Jaman orba pemerintah ucapkan selamat hanya pd 5 agama yg diakui secara resmi, sekrg Baha'i yg bukan termasuk",Agama
wjsdmjsdn,WKWKWKWKWK JELEK BGT nanti kalo kiyong udh wamil jg agustus gue bakal pake meme ini,Ras
junimendo007,"@MelvinTandjaja Yupz, salam kafir",Agama
frostfIaken,@adonpt JELEK AMAT KO,Ras
SuryaHrp3,dasar cina babi https://t.co/n42hyHiPUY,Ras
wyuoimina,Kenapa yang jelek jelek sih yang dimasukkin ðŸ˜¡ðŸ¤œ,Ras
RHadiArief1,"@Johanes17276055 @KakekHalal Yang tolol kau, ngurusi iman agama org lain..",Agama
chifuyupiz,@tjakashi yahudi,Agama
nolepiya,"Soleh, bisa ngaji, paham agama yg ngga setengah-setengah, bertanggung jawab, bisa melindungi keluarga,â€¦ https://t.co/yB7RfjKmut",Netral
needyurmoney,"@basejokitugas https://t.co/ER5NmF72tb
  Ini contoh tulisannya, bisa menyesuaikan yaa",Netral
Muh_Zain_Abid,"Mar kita simak Sambutan Menteri Agama RI, Gus @YaqutCQoumas, pada Hari Raya Baha'i
  
  @Kemenag_RI
  @na_dirs
  
  https://t.co/gZ1JYs1Syw",Netral
PIEO213,sumpa jangan nyesel liat muka w karna jujur w jelek ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,Netral
gitasab1,"Sedih, stress yang bisa di peluk cuman agama ðŸ˜”",Netral
AzmiFaiqoh,"ga ada yg bilang sesat, cuma sudah diputuskan negara kalau HTI dan FPI adalah organisasi ilegal alias tidak diakui negara. https://t.co/NsVWtXgC04",Netral
liyana_mel,Dua dua emmmm ya allah. Ujian dari allah ya???,Netral
TelkomIndonesia,"Saat itu kopi jahe tergolong istimewa karena hanya disajikan pada acara-acara tertentu, seperti pesta pernikahan, kâ€¦ https://t.co/d0azV4mXe1",Netral
sintingkahh,"apapun keadaanya jangan lupa bersyukur, btw aku pake rinso bukan moto",Netral
JuicyCrazyBaby1,"mau ikutan, this is my nightmare waktu msh kuliah, 1 mata kuliah, 3SKS, Sejarah Asia Timur, nangis aja tiap kelar kelas https://t.co/uHihHjhHz5",Netral
eef_heryanto,@mulyadi0922 @geloraco @jokowi salahnya: mengucapkan selamat untuk agama yg tidak diakui di negara ini https://t.co/Ho8TDDDAes,Agama
roy14061999,@YaqutCQoumas Biarpun bahai mengklaim sbg agama tersendiri tp cara ibadah dan akidahnya telah menodai islam https://t.co/InRKOkHJKv,Agama
JrPangrib,kalau yang ini salah ketik ya pak @SBYudhoyono kalau ahok kemarin memang sengaja,Netral
pistolrakitan,kpoper kayak lo ini lah yang bikin kpop jelek di mata orang-orang,Ras
Kemhan_RI,"""Semangat bela negara juga melatih jiwa leadership dalam memimpin diri sendiri maupun kelompok, membentuk Iman danâ€¦ https://t.co/eDGyqwB7j7",Netral
KBA_ONE,Sidang Kasus ITE Mantan Jubir FPI Aceh Ditunda ke 2 Agustus https://t.co/wKv1SFcyZ8 https://t.co/C5XZ3KFNVQ,Netral
KayseriSondakka,Son Dakika: Fanatik Yahudilerden Mescid-i Aksa'ya baskÄ±n https://t.co/91mVxQcBnC,Netral
RP_FAMOUS_2014,"BasherRL heh kontol, jan sok pemes lu di rp, muka kek memek, org tua lu kek monyet, agama lu aje agama kontol 7",Ras
syafiqahaarazak,Bila kene kecam mula la main sentimen agama. Odoooo orang begini tunggang selagi boleh,Agama
kiontrol,"@cadtatan ini anak aneh. tadi jelek, cantik terus jelek lagi",Ras
mhnominisstt,TAPI EMANG BENER INI SAPINYA JELEK BANGET NYING,Ras
vannessfrk,"@orangmnis Jujur aja w gtw, tulisan w selalu jelek, soalnya w emg males nulis orgnya wkwk",Netral
DWachdah,"SE MEBTERI AGAMA No SE 16,17 tahun 2021 https://t.co/evt8r0SOMa",Netral
MasSuyatno1,"@Ayang_Utriza @na_dirs Bgtlh Lucunya Kehidupan
  KITAB SUCI penuh #METAFORA
  Krn Mengimani+Meyakini
  Dgn MemBABI BUTA aâ€¦ https://t.co/lPBhyHSDoB",Agama
_omgyekemyza,"Annoying gila, husband and wife sama ja. Stop gunakan butang agama. Geram je",Agama
nffaejnd,God sent me to help you? Dia ingat dia lelaki kiriman tuhan ke. Tunggu la kau tua nanti. What goes around comes aroâ€¦ https://t.co/KmTcsHg5tr,Netral
benabdlwaheed,"@VIVAcoid Agama KAFIR diselametin, giliran ada agama yg jelas2 selamat malah dimarjinalkan. Otaknya dimana sih ini makhluq namec?",Agama
BantenKemenag,"FKAPHI Salurkan Bantuan
  
  Serang. 28/07/2021 --- Bertempat di halaman Masjid Kantor Wilayah Kementerian Agama Provinâ€¦ https://t.co/hfNGjUC8pF",Netral
ArwahMiliter,"Pahamkan, gue kagak pernah nonton sinetron indonesia, jelek, drakor jarang nonton, paling sering Variety show, kagaâ€¦ https://t.co/nTvl0uPSXM",Netral
,,
,,
EllaZahra11,"Ngedeketin yg beda agama, jadian, terus putus karena beda agama.
  
  Semesta: "" Kan """,Netral
skzbbystayy,"Mau naro list tugas lgi dah
  -matematika
  -ekonomi
  -sosiologi
  -agama
  -pkn
  -basing
  Wahh bnyakk yaa tugas lu naðŸ˜€ðŸ˜€",Netral
IvanFadhilll,@aminullah_lubis Ya Allah makin jelek imageku di mata member :(,Netral
ghc_somi,"funny.
  : Aku sudah memiliki kekasih.
  : Wajahmu secara otomatis menjadi jelek karena yang tampan adalah kekasihku.â€¦ https://t.co/ugNDfSPrSJ",Netral
Sendiss7,Renaisans merupakan masa peralihan cara pandang masyarakat Eropa atau bangsa Barat yang sebelumnya didominasi olehâ€¦ https://t.co/YXRG2j4jes,Netral
Kitururu1,Kwahiyo wewe Kafir unafananisha uislam na UGAIDI????,Agama
Mantiko_Bungo,"Zikirnya minta follow....ðŸ¤£
  
  Follow..follow..follow",Agama
ininiell,otak gue jelek bangettt dah,Netral
YusrilFahmiAda1,"@abna_ulMusthofa Kan ""mentri semua agama"" kata pendukungnya, KyaiðŸ˜ƒðŸ™",Agama
pitaapps,"Halo! NEED JOKI TUGAS? 
  
  ðŸ“šJasa ketik (word/ppt)
  ðŸ“šJasa tulis
  ðŸ“šReview Jurnal, Artikel, Makalah, Essay (hubungan interâ€¦ https://t.co/r9Tdjg8Z9X",Netral
