Date,gold_price,snp500_price,usdollarindex_price,crudeoil_price
2002-04-09,299.5,1117.8,117.59,25.82
2002-04-10,302.5,1130.5,117.51,26.13
2002-04-11,303.0,1103.7,117.37,24.99
2002-04-12,302.9,1111.0,117.74,23.47
2002-04-15,300.7,1102.5,117.64,24.57
2002-04-16,299.5,1128.4,117.37,24.75
2002-04-17,302.8,1126.1,116.6,25.94
2002-04-18,305.2,1124.5,116.39,26.18
2002-04-19,303.0,1125.2,116.29,26.38
2002-04-22,303.6,1107.8,116.43,26.27
2002-04-23,304.6,1101.0,116.57,26.62
2002-04-24,304.8,1093.1,116.15,26.38
2002-04-25,308.6,1091.5,115.45,26.73
2002-04-26,312.1,1076.3,115.04,27.11
2002-04-29,311.5,1065.5,114.89,27.57
2002-04-30,309.2,1076.9,115.19,27.29
2002-05-01,309.4,1086.5,114.54,26.75
2002-05-02,308.6,1084.6,114.87,26.24
2002-05-03,312.5,1073.4,113.59,26.62
2002-05-06,311.5,1052.7,113.66,26.12
2002-05-07,311.9,1049.5,113.92,26.63
2002-05-08,308.5,1088.8,114.91,27.85
2002-05-09,309.8,1073.0,114.52,27.68
2002-05-10,311.3,1055.0,113.95,27.99
2002-05-13,310.9,1074.6,114.15,28.38
2002-05-14,307.6,1097.3,115.09,29.36
2002-05-15,309.0,1091.1,114.12,28.15
2002-05-16,310.1,1098.2,114.13,27.95
2002-05-17,310.9,1106.6,113.0,28.18
2002-05-20,316.0,1091.9,112.82,28.33
2002-05-21,316.1,1079.9,112.8,27.33
2002-05-22,318.3,1086.0,112.33,26.37
2002-05-23,322.8,1097.1,112.79,26.15
2002-05-24,320.7,1083.8,112.8,25.88
2002-05-27,562.3,1610.712,113.0,37.29600000000001
2002-05-28,324.1,1074.5,112.1,25.27
2002-05-29,325.5,1067.7,111.49,25.76
2002-05-30,326.7,1064.7,111.17,24.67
2002-05-31,327.5,1067.1,111.81,25.31
2002-06-03,327.7,1040.7,111.3,25.08
2002-06-04,328.8,1040.7,111.09,25.33
2002-06-05,322.1,1049.9,111.34,24.89
2002-06-06,325.8,1029.2,110.83,24.79
2002-06-07,325.4,1027.5,110.99,24.75
2002-06-10,319.5,1030.7,111.1,24.29
2002-06-11,320.5,1013.6,110.78,24.12
2002-06-12,321.1,1020.3,111.0,24.64
2002-06-13,318.5,1009.6,111.15,25.64
2002-06-14,319.8,1007.3,110.76,25.94
2002-06-17,318.1,1036.2,110.85,26.09
2002-06-18,319.7,1037.1,110.2,25.43
2002-06-19,320.3,1020.0,109.67,25.31
2002-06-20,323.7,1006.3,108.94,25.53
2002-06-21,325.1,989.1,108.19,25.82
2002-06-24,324.7,992.7,108.21,26.47
2002-06-25,320.5,976.1,107.57,26.32
2002-06-26,320.8,973.5,106.56,26.76
2002-06-27,319.6,990.6,106.37,26.86
2002-06-28,313.9,989.8,106.11,26.86
2002-07-01,314.4,968.6,106.51,26.81
2002-07-02,313.2,948.1,106.8,26.77
2002-07-03,311.3,954.0,107.05,26.8
2002-07-04,574.78,1821.0700000000002,107.34,44.16
2002-07-05,885.1,989.0,107.67,49.29
2002-07-08,312.5,977.0,106.3,26.07
2002-07-09,316.5,952.8,105.65,26.09
2002-07-10,315.1,920.5,106.01,26.77
2002-07-11,317.6,927.4,105.72,26.83
2002-07-12,315.9,921.4,105.89,27.48
2002-07-15,319.9,917.9,104.67,27.07
2002-07-16,317.5,901.0,104.49,27.75
2002-07-17,317.7,906.0,104.42,27.88
2002-07-18,317.1,881.6,104.47,27.57
2002-07-19,323.9,847.8,104.06,27.83
2002-07-22,323.5,819.9,104.75,26.6
2002-07-23,312.6,797.7,106.66,26.31
2002-07-24,311.4,843.4,105.52,26.87
2002-07-25,309.7,838.7,105.12,26.77
2002-07-26,303.3,852.8,106.61,26.54
2002-07-29,302.4,899.0,107.1,26.55
2002-07-30,306.0,902.8,106.8,27.36
2002-07-31,305.2,911.6,107.41,27.02
2002-08-01,306.0,884.7,107.02,26.47
2002-08-02,309.0,864.2,106.67,26.84
2002-08-05,309.6,834.6,107.27,26.58
2002-08-06,307.3,859.6,108.69,27.17
2002-08-07,316.1,876.8,107.85,26.5
2002-08-08,312.2,905.5,108.66,26.67
2002-08-09,316.0,908.6,108.21,26.86
2002-08-12,315.8,903.8,107.41,27.86
2002-08-13,315.9,884.2,107.11,27.9
2002-08-14,313.5,919.6,106.79,28.15
2002-08-15,316.1,930.2,106.72,29.06
2002-08-16,315.4,928.8,106.72,29.33
2002-08-19,307.7,950.7,107.52,29.84
2002-08-20,310.4,937.4,107.31,30.11
2002-08-21,309.3,949.4,107.14,29.24
2002-08-22,308.3,962.7,108.13,28.84
2002-08-23,308.3,940.9,107.97,28.63
2002-08-26,311.0,948.0,107.86,29.28
2002-08-27,313.9,934.8,106.77,28.83
2002-08-28,310.9,917.9,107.08,28.34
2002-08-29,314.4,917.8,106.7,28.92
2002-08-30,313.9,916.1,106.98,28.98
2002-09-03,315.0,878.0,105.57,27.79
2002-09-04,316.5,893.4,106.1,28.27
2002-09-05,319.8,879.1,105.98,28.98
2002-09-06,321.5,893.9,106.84,29.61
2002-09-09,322.8,903.0,107.1,29.73
2002-09-10,319.4,909.6,107.52,29.73
2002-09-11,318.1,909.5,107.62,29.77
2002-09-12,320.4,886.9,107.16,28.85
2002-09-13,318.1,889.8,108.06,29.81
2002-09-16,318.5,891.1,108.24,29.67
2002-09-17,318.2,873.5,108.33,29.08
2002-09-18,321.8,869.5,107.76,29.48
2002-09-19,323.9,843.3,107.0,29.5
2002-09-20,323.2,845.4,107.53,29.61
2002-09-23,324.1,833.7,107.86,30.71
2002-09-24,327.2,819.3,107.52,30.77
2002-09-25,323.6,839.7,107.79,30.64
2002-09-26,321.7,855.0,107.68,30.41
2002-09-27,321.1,827.4,107.53,30.54
2002-09-30,325.2,815.3,106.87,30.45
2002-10-01,322.2,847.9,107.07,30.83
2002-10-02,322.8,827.9,107.16,30.49
2002-10-03,322.4,819.0,106.97,29.76
2002-10-04,323.3,800.6,107.6,29.62
2002-10-07,323.1,785.3,107.55,29.64
2002-10-08,319.4,798.5,108.07,29.48
2002-10-09,320.8,776.8,106.94,29.35
2002-10-10,317.4,803.9,107.2,28.97
2002-10-11,317.2,835.3,107.25,29.37
2002-10-14,318.6,841.4,107.15,30.03
2002-10-15,313.4,881.3,107.78,29.72
2002-10-16,314.7,860.0,107.63,29.47
2002-10-17,312.2,879.2,108.37,29.62
2002-10-18,313.3,884.4,108.52,29.6
2002-10-21,311.5,899.7,108.23,28.37
2002-10-22,313.6,890.2,107.94,27.92
2002-10-23,312.6,896.1,108.0,28.18
2002-10-24,311.2,882.5,107.91,28.2
2002-10-25,313.9,897.6,107.92,27.05
2002-10-28,315.6,890.2,107.16,27.29
2002-10-29,318.1,882.1,107.07,26.86
2002-10-30,316.9,890.7,107.07,26.81
2002-10-31,318.4,885.8,106.64,27.22
2002-11-01,319.2,901.0,106.08,27.13
2002-11-04,318.7,908.4,106.12,26.95
2002-11-05,318.6,915.4,105.87,26.14
2002-11-06,317.9,923.8,105.6,25.77
2002-11-07,320.9,902.6,104.97,25.38
2002-11-08,321.7,894.7,104.5,25.78
2002-11-11,321.6,876.2,104.57,25.94
2002-11-12,324.7,883.0,104.66,25.9
2002-11-13,318.9,882.5,105.1,25.19
2002-11-14,318.1,904.3,105.21,25.29
2002-11-15,320.9,909.8,105.04,25.51
2002-11-18,319.4,900.4,105.2,26.71
2002-11-19,318.8,896.7,105.67,26.42
2002-11-20,317.6,914.1,105.87,26.98
2002-11-21,317.6,933.8,105.81,26.35
2002-11-22,320.9,930.5,106.12,26.76
2002-11-25,317.9,932.9,106.54,26.11
2002-11-26,317.7,913.3,106.53,26.4
2002-11-27,316.8,938.9,106.77,26.89
2002-11-28,1285.42,2832.3,106.54,65.362
2002-11-29,892.14,936.3,106.41,54.90599999999999
2002-12-02,318.5,934.5,106.35,27.24
2002-12-03,321.2,920.8,106.37,27.3
2002-12-04,323.1,917.6,106.14,26.71
2002-12-05,325.6,906.5,106.1,27.29
2002-12-06,327.1,912.2,105.36,26.93
2002-12-09,326.5,892.0,105.24,27.2
2002-12-10,324.2,904.5,105.37,27.74
2002-12-11,325.5,905.0,105.35,27.4
2002-12-12,332.1,901.6,104.51,28.01
2002-12-13,333.8,889.5,103.98,28.44
2002-12-16,337.6,910.4,104.06,30.1
2002-12-17,338.0,903.0,103.51,30.1
2002-12-18,342.7,891.1,103.63,30.44
2002-12-19,346.5,884.2,103.48,30.56
2002-12-20,341.0,895.8,103.46,30.3
2002-12-23,345.6,897.4,103.64,31.75
2002-12-24,347.3,892.5,103.25,31.97
2002-12-26,349.4,889.7,102.82,32.49
2002-12-27,349.7,875.4,102.41,32.72
2002-12-30,344.1,879.4,102.01,31.37
2002-12-31,348.2,879.8,101.85,31.2
2003-01-02,346.5,909.0,102.98,31.85
2003-01-03,351.6,908.6,102.47,33.08
2003-01-06,352.1,929.0,101.97,32.1
2003-01-07,347.7,922.9,102.57,31.08
2003-01-08,354.3,909.9,101.87,30.56
2003-01-09,353.7,927.6,101.94,31.99
2003-01-10,354.9,927.6,101.23,31.68
2003-01-13,355.1,926.3,101.47,32.26
2003-01-14,352.4,931.7,101.21,32.37
2003-01-15,351.1,918.2,101.34,33.21
2003-01-16,358.1,914.6,100.79,33.66
2003-01-17,356.8,901.8,100.55,33.91
2003-01-21,357.5,887.6,100.23,34.61
2003-01-22,359.9,878.4,100.23,32.85
2003-01-23,364.7,887.3,99.86,32.25
2003-01-24,368.4,861.4,99.22,33.28
2003-01-27,369.4,847.5,99.26,32.29
2003-01-28,370.0,858.5,99.48,32.67
2003-01-29,366.3,864.4,99.28,33.63
2003-01-30,369.7,844.6,99.52,33.85
2003-01-31,369.1,855.7,99.91,33.51
2003-02-03,371.6,860.3,99.9,32.76
2003-02-04,379.9,848.2,99.14,33.58
2003-02-05,377.2,843.6,99.65,33.93
2003-02-06,370.7,838.1,99.46,34.16
2003-02-07,370.5,829.7,99.57,35.12
2003-02-10,364.2,836.0,100.27,34.48
2003-02-11,363.0,829.2,100.39,35.44
2003-02-12,353.0,818.7,100.51,35.77
2003-02-13,357.7,817.4,99.59,36.36
2003-02-14,352.2,834.9,100.04,36.8
2003-02-18,344.3,851.2,100.53,36.96
2003-02-19,350.0,845.1,100.0,37.16
2003-02-20,353.1,837.1,99.55,36.79
2003-02-21,351.8,848.2,100.09,35.58
2003-02-24,356.4,832.6,99.66,36.48
2003-02-25,352.4,838.6,99.83,36.06
2003-02-26,354.1,827.5,99.62,37.7
2003-02-27,346.2,837.3,99.81,37.2
2003-02-28,350.3,841.1,99.71,36.6
2003-03-03,349.3,834.8,99.1,35.88
2003-03-04,353.3,822.0,99.13,36.89
2003-03-05,353.2,829.9,98.28,36.69
2003-03-06,356.9,822.1,98.31,37.0
2003-03-07,350.9,828.9,98.04,37.78
2003-03-10,354.8,807.5,97.85,37.27
2003-03-11,350.6,800.7,97.99,36.72
2003-03-12,346.6,804.2,98.16,37.83
2003-03-13,336.0,831.9,99.55,36.01
2003-03-14,336.6,833.3,99.99,35.38
2003-03-17,337.2,862.8,100.74,34.93
2003-03-18,337.7,866.5,100.86,31.67
2003-03-19,336.2,874.0,101.58,29.88
2003-03-20,333.0,875.7,101.15,28.61
2003-03-21,326.1,895.8,101.92,26.91
2003-03-24,329.5,864.2,100.98,28.66
2003-03-25,328.3,874.7,100.87,27.97
2003-03-26,330.1,870.0,100.61,28.63
2003-03-27,328.4,868.5,100.64,30.37
2003-03-28,332.4,863.5,99.96,30.16
2003-03-31,336.9,848.2,99.06,31.04
2003-04-01,335.2,858.5,99.15,29.78
2003-04-02,330.4,880.9,100.08,28.56
2003-04-03,325.7,876.5,100.34,28.97
2003-04-04,326.0,878.9,100.45,28.62
2003-04-07,322.2,879.9,101.04,27.96
2003-04-08,322.9,878.3,100.53,28.0
2003-04-09,326.2,866.0,100.16,28.85
2003-04-10,327.3,871.6,99.82,27.46
2003-04-11,328.5,868.3,100.18,28.14
2003-04-14,324.9,885.2,99.96,28.63
2003-04-15,325.5,890.8,99.76,29.29
2003-04-16,326.3,879.9,99.06,29.18
2003-04-17,327.6,893.6,99.3,30.55
2003-04-21,333.9,892.0,99.59,30.87
2003-04-22,334.8,911.4,98.73,29.91
2003-04-23,331.9,919.0,98.78,26.65
2003-04-24,335.1,911.4,98.33,26.64
2003-04-25,333.7,898.8,98.36,26.26
2003-04-28,334.8,914.8,98.67,25.49
2003-04-29,334.0,917.8,98.02,25.24
2003-04-30,339.4,916.9,97.19,25.8
2003-05-01,342.4,916.3,96.7,26.03
2003-05-02,341.3,930.1,96.76,25.67
2003-05-05,342.6,926.5,96.37,26.49
2003-05-06,342.8,934.4,95.34,25.72
2003-05-07,342.2,929.6,95.58,26.23
2003-05-08,348.7,920.3,94.93,26.98
2003-05-09,348.9,933.4,94.98,27.72
2003-05-12,351.9,945.1,94.55,27.35
2003-05-13,350.2,942.3,94.72,28.5
2003-05-14,352.5,939.3,94.58,29.17
2003-05-15,352.8,946.7,95.22,28.74
2003-05-16,354.9,944.3,94.08,29.14
2003-05-19,364.4,920.8,93.78,28.83
2003-05-20,366.5,919.7,93.26,29.28
2003-05-21,372.2,923.4,93.54,29.03
2003-05-22,368.1,931.9,93.56,28.85
2003-05-23,368.8,933.2,93.05,29.16
2003-05-27,367.8,951.5,92.72,29.35
2003-05-28,365.2,953.2,93.45,28.58
2003-05-29,370.7,949.6,92.71,29.1
2003-05-30,365.6,963.6,93.27,29.56
2003-06-02,367.1,967.0,93.34,30.71
2003-06-03,366.3,971.6,93.53,30.67
2003-06-04,363.6,986.2,93.73,30.05
2003-06-05,369.5,990.1,92.52,30.74
2003-06-06,364.5,987.8,93.48,31.28
2003-06-09,362.6,975.9,93.3,31.45
2003-06-10,352.8,984.8,93.56,31.73
2003-06-11,356.2,997.5,92.97,32.36
2003-06-12,353.9,998.5,92.9,31.51
2003-06-13,357.2,988.6,92.22,30.65
2003-06-16,359.7,1010.7,92.4,31.18
2003-06-17,363.8,1011.7,92.61,31.07
2003-06-18,357.8,1010.1,93.17,30.36
2003-06-19,361.8,994.7,93.16,29.96
2003-06-20,356.7,995.7,94.04,30.82
2003-06-23,353.4,981.6,94.08,29.17
2003-06-24,346.7,983.5,94.39,28.78
2003-06-25,349.6,975.3,94.12,29.95
2003-06-26,344.2,985.8,94.97,29.01
2003-06-27,345.5,976.2,95.15,29.27
2003-06-30,346.3,974.5,94.73,30.19
2003-07-01,351.7,982.3,94.3,30.4
2003-07-02,351.6,993.8,94.12,30.15
2003-07-03,351.3,985.7,94.41,30.42
2003-07-04,1039.8799999999999,1918.1799999999998,94.55,49.612
2003-07-07,348.4,1004.4,95.51,30.13
2003-07-08,344.4,1007.8,95.82,30.22
2003-07-09,343.9,1002.2,95.59,30.88
2003-07-10,344.6,988.7,95.39,31.06
2003-07-11,345.1,998.1,95.8,31.28
2003-07-14,347.8,1003.9,96.07,31.27
2003-07-15,342.2,1000.4,96.07,31.62
2003-07-16,343.2,994.0,96.72,31.05
2003-07-17,344.3,981.7,96.86,31.41
2003-07-18,347.3,993.3,96.86,31.96
2003-07-21,351.0,978.8,96.11,31.78
2003-07-22,350.7,988.1,96.38,30.19
2003-07-23,359.0,988.6,95.44,29.67
2003-07-24,362.3,981.6,95.34,30.22
2003-07-25,362.8,998.7,94.96,30.17
2003-07-28,364.9,996.5,95.06,30.11
2003-07-29,361.7,989.3,95.33,30.24
2003-07-30,358.1,987.5,96.07,30.68
2003-07-31,355.8,990.3,96.89,30.54
2003-08-01,347.8,980.1,96.66,32.31
2003-08-04,350.9,982.8,96.18,31.84
2003-08-05,351.2,965.5,96.16,32.22
2003-08-06,352.4,967.1,96.23,31.7
2003-08-07,354.1,974.1,95.83,32.39
2003-08-08,357.9,977.6,96.36,32.18
2003-08-11,363.3,980.6,95.87,32.01
2003-08-12,360.0,990.4,96.15,31.92
2003-08-13,363.7,984.0,96.18,30.78
2003-08-14,367.5,990.5,96.68,31.09
2003-08-15,364.7,990.7,96.65,31.05
2003-08-18,359.9,999.7,97.35,30.89
2003-08-19,363.0,1002.4,97.31,30.7
2003-08-20,367.0,1000.3,97.37,30.95
2003-08-21,361.8,1003.3,98.61,31.88
2003-08-22,364.3,993.1,98.83,31.84
2003-08-25,362.4,993.7,98.83,31.56
2003-08-26,366.8,996.7,98.76,31.95
2003-08-27,374.1,996.8,98.86,31.21
2003-08-28,371.6,1002.8,98.83,31.5
2003-08-29,376.8,1008.0,98.1,31.57
2003-09-01,1398.6200000000001,2787.2400000000002,98.0,56.806000000000004
2003-09-02,374.3,1022.0,98.95,29.41
2003-09-03,375.0,1026.3,98.71,29.49
2003-09-04,374.0,1028.0,98.2,28.98
2003-09-05,378.7,1021.4,97.09,28.88
2003-09-08,376.2,1031.6,97.16,28.85
2003-09-09,382.8,1023.2,96.44,29.18
2003-09-10,381.1,1010.9,96.5,29.35
2003-09-11,380.8,1016.4,96.56,28.82
2003-09-12,376.9,1018.6,96.01,28.27
2003-09-15,375.6,1014.8,95.98,28.14
2003-09-16,374.6,1029.3,96.67,27.56
2003-09-17,377.3,1026.0,95.74,27.03
2003-09-18,377.7,1039.6,95.95,27.17
2003-09-19,382.9,1036.3,94.96,27.03
2003-09-22,388.3,1022.8,93.85,26.96
2003-09-23,387.0,1029.0,93.99,27.13
2003-09-24,388.4,1009.4,93.7,28.24
2003-09-25,385.5,1003.3,93.76,28.29
2003-09-26,381.8,996.9,93.87,28.16
2003-09-29,383.2,1006.6,93.08,28.4
2003-09-30,386.1,996.0,92.85,29.2
2003-10-01,385.0,1018.2,92.39,29.39
2003-10-02,383.7,1020.2,92.42,29.84
2003-10-03,370.0,1029.8,93.23,30.4
2003-10-06,373.3,1034.3,92.41,30.47
2003-10-07,377.8,1039.2,91.89,30.41
2003-10-08,376.0,1033.8,91.73,29.81
2003-10-09,369.8,1038.7,91.99,31.01
2003-10-10,374.1,1038.1,91.52,31.97
2003-10-13,375.7,1045.3,91.89,31.95
2003-10-14,376.2,1049.5,91.83,31.82
2003-10-15,373.1,1046.8,92.42,31.77
2003-10-16,373.2,1050.1,92.61,31.54
2003-10-17,372.2,1039.3,92.29,30.68
2003-10-20,374.4,1044.7,92.43,30.35
2003-10-21,382.0,1046.0,92.37,30.18
2003-10-22,386.8,1030.4,91.27,29.92
2003-10-23,385.0,1033.8,91.51,30.3
2003-10-24,389.2,1028.9,91.28,30.16
2003-10-27,388.2,1031.1,91.61,29.92
2003-10-28,383.4,1046.8,91.86,29.56
2003-10-29,387.0,1048.1,91.86,28.91
2003-10-30,384.4,1046.9,92.21,28.47
2003-10-31,384.6,1050.7,92.73,29.11
2003-11-03,377.1,1059.0,93.66,28.9
2003-11-04,380.0,1053.2,93.23,28.75
2003-11-05,382.7,1051.8,93.63,30.3
2003-11-06,380.7,1058.0,93.89,30.26
2003-11-07,383.4,1053.2,93.02,30.85
2003-11-10,386.7,1047.1,93.05,30.88
2003-11-11,388.2,1046.6,93.1,31.15
2003-11-12,395.0,1058.6,92.31,31.33
2003-11-13,394.3,1058.4,91.61,31.9
2003-11-14,398.0,1050.3,91.44,32.37
2003-11-17,391.5,1043.6,91.53,31.73
2003-11-18,397.6,1034.2,90.33,33.28
2003-11-19,394.9,1042.4,90.9,32.92
2003-11-20,393.7,1033.7,90.66,32.86
2003-11-21,396.0,1035.3,90.6,31.61
2003-11-24,391.5,1052.1,91.59,29.74
2003-11-25,391.1,1053.9,91.46,29.77
2003-11-26,396.8,1058.5,90.6,30.41
2003-11-28,1455.6200000000001,1058.2,90.21,53.588
2003-12-01,403.8,1070.1,90.35,29.95
2003-12-02,404.6,1066.6,89.64,30.78
2003-12-03,404.8,1064.7,89.5,31.1
2003-12-04,404.2,1069.7,89.6,31.26
2003-12-05,407.3,1061.5,89.14,30.73
2003-12-08,407.5,1069.3,88.75,32.1
2003-12-09,408.9,1060.2,88.61,31.76
2003-12-10,407.0,1059.0,88.85,31.88
2003-12-11,405.4,1071.2,88.88,31.85
2003-12-12,410.1,1074.1,88.49,33.04
2003-12-15,409.9,1068.0,88.46,33.18
2003-12-16,408.4,1075.1,88.31,32.89
2003-12-17,412.7,1076.5,87.94,33.35
2003-12-18,411.1,1089.2,87.85,33.71
2003-12-19,409.9,1088.7,88.11,33.02
2003-12-22,411.3,1092.9,87.99,31.87
2003-12-23,411.6,1096.0,87.99,31.95
2003-12-24,412.8,1094.0,87.54,32.86
2003-12-26,561.3199999999999,1095.9,87.63,45.248000000000005
2003-12-29,415.3,1109.5,87.35,32.4
2003-12-30,417.2,1109.6,87.0,32.79
2003-12-31,416.1,1111.9,86.92,32.52
2004-01-02,684.9599999999999,1108.5,86.92,47.414
2004-01-05,424.8,1122.2,86.07,33.78
2004-01-06,423.2,1123.7,85.63,33.7
2004-01-07,422.3,1126.3,86.2,33.62
2004-01-08,424.4,1131.9,85.57,33.98
2004-01-09,426.8,1121.9,85.11,34.31
2004-01-12,426.6,1127.2,85.55,34.72
2004-01-13,424.0,1121.2,85.51,34.43
2004-01-14,422.0,1130.5,86.03,34.5
2004-01-15,408.7,1132.0,86.56,33.44
2004-01-16,407.0,1139.8,87.73,35.07
2004-01-19,824.5,1430.98,87.66,59.05799999999999
2004-01-20,412.9,1138.8,86.71,36.2
2004-01-21,411.2,1147.6,86.36,34.58
2004-01-22,410.1,1143.9,85.82,34.93
2004-01-23,408.0,1141.5,86.56,34.94
2004-01-26,406.7,1155.4,87.25,34.47
2004-01-27,410.1,1144.0,86.28,34.12
2004-01-28,414.6,1128.5,86.97,33.62
2004-01-29,399.4,1134.1,87.58,32.81
2004-01-30,402.9,1131.1,87.2,33.05
2004-02-02,399.3,1135.3,87.53,34.98
2004-02-03,399.9,1136.0,86.79,34.1
2004-02-04,401.7,1126.5,86.84,33.1
2004-02-05,398.8,1128.6,86.9,33.08
2004-02-06,404.2,1142.8,86.02,32.48
2004-02-09,407.4,1139.8,86.0,32.83
2004-02-10,407.0,1145.5,85.84,33.87
2004-02-11,410.7,1157.8,85.2,34.0
2004-02-12,414.2,1152.1,85.29,33.98
2004-02-13,410.8,1145.8,85.56,34.56
2004-02-16,683.42,972.3399999999999,85.47,45.358
2004-02-17,416.5,1157.0,85.02,35.19
2004-02-18,412.8,1151.8,85.88,35.45
2004-02-19,410.3,1147.1,85.95,36.0
2004-02-20,398.0,1144.1,87.24,35.6
2004-02-23,399.3,1141.0,87.04,34.35
2004-02-24,404.8,1139.1,86.14,34.58
2004-02-25,396.1,1143.7,87.25,35.68
2004-02-26,395.5,1144.9,87.68,35.51
2004-02-27,396.8,1144.9,87.31,36.16
2004-03-01,399.6,1156.0,87.52,36.86
2004-03-02,393.8,1149.1,88.83,36.66
2004-03-03,392.7,1151.0,89.03,35.8
2004-03-04,393.2,1154.9,89.14,36.64
2004-03-05,401.6,1156.9,88.18,37.26
2004-03-08,400.9,1147.2,88.0,36.57
2004-03-09,404.5,1140.6,88.29,36.28
2004-03-10,400.3,1123.9,88.95,36.1
2004-03-11,401.0,1106.8,88.51,36.78
2004-03-12,395.6,1120.6,89.12,36.19
2004-03-15,399.6,1104.5,88.81,37.44
2004-03-16,402.6,1110.7,88.59,37.48
2004-03-17,407.1,1123.8,88.65,38.18
2004-03-18,411.3,1122.3,87.7,37.93
2004-03-19,412.7,1109.8,88.16,38.08
2004-03-22,417.6,1095.4,87.81,37.11
2004-03-23,420.0,1094.0,87.85,37.45
2004-03-24,417.4,1091.3,88.93,37.01
2004-03-25,416.9,1109.2,88.9,35.51
2004-03-26,422.2,1108.1,88.89,35.73
2004-03-29,417.1,1122.5,88.63,35.45
2004-03-30,422.8,1127.0,88.43,36.25
2004-03-31,428.3,1126.2,87.61,35.76
2004-04-01,428.8,1132.2,87.21,34.27
2004-04-02,422.5,1141.8,88.51,34.39
2004-04-05,416.3,1150.6,89.22,34.38
2004-04-06,419.8,1148.2,88.75,34.97
2004-04-07,423.7,1140.5,88.27,36.15
2004-04-08,420.7,1139.3,89.02,37.14
2004-04-12,420.9,1145.2,88.95,37.84
2004-04-13,407.7,1129.4,89.83,37.21
2004-04-14,400.5,1128.2,90.24,36.72
2004-04-15,398.3,1128.8,90.06,37.57
2004-04-16,401.6,1134.6,89.94,37.74
2004-04-19,401.2,1135.8,89.8,37.42
2004-04-20,398.3,1118.2,90.49,37.6
2004-04-21,391.4,1124.1,91.12,35.73
2004-04-22,393.9,1139.9,90.82,36.71
2004-04-23,395.7,1140.6,91.08,36.46
2004-04-26,396.6,1135.5,90.62,36.97
2004-04-27,399.1,1138.1,90.41,37.53
2004-04-28,385.9,1122.4,91.17,37.46
2004-04-29,387.1,1113.9,90.57,37.31
2004-04-30,387.5,1107.3,90.48,37.38
2004-05-03,387.5,1117.5,90.76,38.21
2004-05-04,391.8,1119.5,89.81,38.98
2004-05-05,393.8,1121.5,89.31,39.57
2004-05-06,388.4,1114.0,89.88,39.37
2004-05-07,379.1,1098.7,91.13,39.93
2004-05-10,378.7,1087.1,91.56,38.93
2004-05-11,377.2,1095.5,91.66,40.06
2004-05-12,377.7,1097.3,91.29,40.77
2004-05-13,374.9,1096.4,91.96,41.08
2004-05-14,377.1,1095.7,91.66,41.38
2004-05-17,379.6,1084.1,91.0,41.55
2004-05-18,375.9,1091.5,91.25,40.54
2004-05-19,383.0,1088.7,90.53,41.5
2004-05-20,378.5,1089.2,91.03,40.92
2004-05-21,384.9,1093.6,90.49,39.93
2004-05-24,385.7,1095.4,90.48,41.72
2004-05-25,388.4,1113.0,89.84,41.14
2004-05-26,388.3,1114.9,89.72,40.7
2004-05-27,394.9,1121.3,88.67,39.44
2004-05-28,394.9,1120.7,88.95,39.88
2004-06-01,395.4,1121.2,88.88,42.33
2004-06-02,392.5,1125.0,88.84,39.96
2004-06-03,388.9,1116.6,88.95,39.28
2004-06-04,391.7,1122.5,88.54,38.49
2004-06-07,394.5,1140.4,88.25,38.66
2004-06-08,391.8,1142.2,88.51,37.28
2004-06-09,385.2,1131.3,89.73,37.54
2004-06-10,386.6,1136.5,89.25,38.45
2004-06-11,924.72,2075.48,90.01,61.092000000000006
2004-06-14,384.2,1125.3,89.94,37.59
2004-06-15,388.7,1132.0,89.09,37.19
2004-06-16,385.2,1133.6,90.04,37.32
2004-06-17,389.5,1132.0,89.6,38.46
2004-06-18,395.7,1135.0,89.08,38.75
2004-06-21,394.5,1130.3,89.29,37.63
2004-06-22,395.5,1134.4,89.43,38.11
2004-06-23,395.5,1144.1,89.42,37.57
2004-06-24,403.5,1140.7,88.75,37.93
2004-06-25,403.2,1134.4,88.88,37.55
2004-06-28,401.3,1133.3,88.72,36.24
2004-06-29,392.8,1136.2,89.41,35.66
2004-06-30,393.0,1140.8,88.8,37.05
2004-07-01,396.4,1128.9,88.79,38.74
2004-07-02,398.7,1125.4,87.97,38.39
2004-07-05,660.0,1207.3600000000001,88.23,64.134
2004-07-06,393.0,1116.2,88.12,39.65
2004-07-07,402.7,1118.3,87.65,39.08
2004-07-08,408.2,1109.1,87.54,40.33
2004-07-09,407.9,1112.8,87.42,39.96
2004-07-12,408.4,1114.3,87.39,39.5
2004-07-13,402.3,1115.1,87.82,39.44
2004-07-14,405.6,1111.5,87.58,40.97
2004-07-15,404.4,1106.7,87.99,40.77
2004-07-16,406.8,1101.4,87.14,41.25
2004-07-19,405.8,1100.9,87.18,41.64
2004-07-20,402.1,1108.7,87.83,40.86
2004-07-21,397.3,1093.9,88.56,40.58
2004-07-22,395.3,1096.8,88.45,41.36
2004-07-23,390.5,1086.2,89.26,41.71
2004-07-26,390.3,1084.1,89.03,41.44
2004-07-27,387.0,1094.8,89.79,41.84
2004-07-28,389.0,1095.4,89.75,42.9
2004-07-29,389.8,1100.4,89.95,42.75
